domain,application,version,users,MAU,HYAC,posts
pixel.lidd.ovh,pixelfed,0.11.9,1,0,1,45
sovran.photos,pixelfed,0.11.9,1,1,1,30
pixelfed.wildsplash.photography,pixelfed,0.11.8,1,1,1,35
pixel.lecker.coffee,pixelfed,0.11.8,1,0,0,20
pug.photos,pixelfed,0.11.8,1,0,1,86
pixelfed.virusschleuder.de,pixelfed,0.11.4,1,0,0,15
pix.darmstadt.social,pixelfed,0.11.9,1,1,1,2
pix.caselibre.fr,pixelfed,0.11.9,1,0,1,0
blacksun.snowcrash.ovh,pixelfed,0.11.8,1,0,1,12
pixelfed.wivodaim.net,pixelfed,0.11.9,1,1,1,116
pixelfed.f4n.de,pixelfed,0.11.4,1,0,0,0
pixelfed.wolfie.pw,pixelfed,0.11.5,1,0,0,27
pixelfed.21314.de,pixelfed,0.11.9,1,0,1,3
pixel.fedisphere.net,pixelfed,0.11.9,1,0,1,93
pixel.d3fc0n.one,pixelfed,0.11.9,1,1,1,9
stories.ahlroos.me,pixelfed,0.11.8,1,1,1,40
pixelfed.andreasrohner.dev,pixelfed,0.11.9,1,0,1,6
test.pixelfed.de,pixelfed,0.11.9,1,0,1,2
lifeof.ahabitual.dev,pixelfed,0.11.9,1,0,1,0
pixelfed.jonak.org,pixelfed,0.11.9,1,1,1,0
eikon.refchat.net,pixelfed,0.10.10,1,0,0,20
pix.salocin.eu,pixelfed,0.11.2,1,0,0,0
fed.dddug.in,pixelfed,0.11.3,1,0,0,11
pixel.nx-pod.de,pixelfed,0.11.9,1,0,1,34
pixelfed.thebitpros.com,pixelfed,0.11.5,1,0,0,2
tuluk.nl,pixelfed,0.11.8,1,0,1,1166
rouven-volkmann.de,pixelfed,0.11.4,1,0,0,2
px.gordons.gen.nz,pixelfed,0.11.4,1,0,1,6
pixelfed.veen.world,pixelfed,0.11.9,1,1,1,687
pixelfed.matias49.eu,pixelfed,0.11.9,1,1,1,26
photos.xavs.ca,pixelfed,0.11.9,1,0,1,111
pixelfed.salecroix.fr,pixelfed,0.11.9,1,0,1,6
social.irinadragos.co.uk,pixelfed,0.11.9,1,0,0,39
pixel.afop.tech,pixelfed,0.11.9,1,1,1,5
photo.syslog.eu,pixelfed,0.11.5,1,0,0,1
pixelfed.services.coupou.fr,pixelfed,0.11.6,1,0,0,1
pixelfed.over-world.org,pixelfed,0.11.6,1,0,0,2
px.rtfsk.de,pixelfed,0.11.8,1,1,1,5
pixelfed.alleysmith.family,pixelfed,0.11.8,1,0,1,2
pixelfed.tal.org,pixelfed,0.11.9,1,1,1,1
pixelfed.mags.ai,pixelfed,0.11.8,1,1,1,15
photo.horslimites.org,pixelfed,0.11.9,1,0,1,13
pxfd.t-rg.ws,pixelfed,0.11.9,1,0,1,12
pic.kukernetes.se,pixelfed,0.11.9,1,1,1,11
pixelfed.mayer.rocks,pixelfed,0.11.9,1,1,1,7
pixel.felunis.de,pixelfed,0.11.9,1,0,1,0
post.anteumbra.art,pixelfed,0.11.9,1,0,1,2
pix.oubliette.solutions,pixelfed,0.11.9,1,0,1,10
pixelfed.xm1.de,pixelfed,0.11.9,1,0,1,1
pixelfed.techtriage.guru,pixelfed,0.11.9,1,1,1,16
pixel.sb.communia.org,pixelfed,0.11.3,1,0,0,1
pixelfed.hamdorf.org,pixelfed,0.11.9,1,0,1,273
darknight-coffee.de,pixelfed,0.11.9,1,0,0,0
pixelfed.3dcandy.social,pixelfed,0.11.9,1,0,1,0
photos.deathbycomputers.co.uk,pixelfed,0.11.9,1,1,1,2
pixies.nylarea.com,pixelfed,0.11.9,1,1,1,131
pixel.moee.fr,pixelfed,0.11.9,1,1,1,10
arcww.network,pixelfed,0.11.8,0,0,0,0
pixelfed.lclsea.icu,Pixelfed Lclsea,0.11.1,2,0,0,47
pixelfed.orko.it,Pixelfed_by_Orko,0.11.2,5,1,2,48
poa.st,pleroma,2.5.54-640-gacbec640.develop+soapbox,30616,3638,8512,5504774
spinster.xyz,pleroma,2.5.54-2696-g38b1697b.develop+soapbox,21352,417,1068,2090306
ummah.ps,pleroma,2.5.54-640-gacbec640.develop+soapbox,15001,8638,8813,35246
glitch.wtf,pleroma,2.5.5,13249,0,84,0
bae.st,pleroma,2.6.50-9059-gcd56ed15-neckbeard,8105,551,2103,3697548
fgc.network,pleroma,2.5.0,3891,368,1176,45360
shitposter.club,pleroma,2.5.54-9679-g5ff6e480-shitposterclub,3389,314,491,2709974
soap.shitposter.club,pleroma,2.5.54-9679-g5ff6e480-shitposterclub,3388,307,489,2703972
pythondevs.social,pleroma,1.1.9,2936,null,null,994
varishangout.net,pleroma,2.5.50-149-g5576f7d1-develop,2468,265,469,976216
freespeechextremist.com,pleroma,2.2.2-22-g7d5db5e0,2185,null,null,2068183
fsmi.social,pleroma,2.5.2,2005,18,47,13575
cawfee.club,pleroma,2.5.1-heads-v2-5-1,1609,92,179,283557
miniwa.moe,pleroma,2.5.5,1373,178,675,137167
patriot.online,pleroma,2.3.0-1-gb221d77a,1367,null,null,36705
www2.patriot.online,pleroma,2.3.0-1-gb221d77a,1367,null,null,36705
devs.live,pleroma,2.5.54-338-ga94cf2ad-develop,1213,89,689,1874
stereophonic.space,pleroma,2.4.4-5-gb2909492-stereophonic-stable,948,null,null,409778
greenish.red,pleroma,2.5.2,873,36,92,18002
ostatus.ikeji.ma,pleroma,2.5.0,812,40,451,5522
kazv.moe,pleroma,2.6.0-0-g2c7e0b20,811,150,294,103255
crypt.lol,pleroma,2.2.50-438-g5a5ff508-develop,801,null,null,1601
gleasonator.com,pleroma,2.5.54-2828-g87fb13b5.gleasonator+soapbox,778,86,211,209837
neenster.org,pleroma,2.5.54-2690-gb094e92c.develop+soapbox,771,13,25,11730
pleroma.dsocialize.net,pleroma,2.3.0,727,null,null,2749
bassam.social,pleroma,2.5.54-640-gacbec640.develop+soapbox,711,229,508,43749
dsocialize.net,pleroma,2.3.0,710,null,null,2745
hayu.sh,pleroma,2.4.53+soapbox,686,33,108,6152
hodltech.com,pleroma,2.2.2,677,null,null,8396
shpposter.club,pleroma,2.5.5,640,12,40,131195
mastodon.tech,pleroma,2.4.4,613,null,null,2781
dudu.best,pleroma,2.5.5,557,184,335,18394
pleroma.in.th,pleroma,2.5.0,527,77,345,5624
lolison.top,pleroma,2.5.52-301-g93ad16cc-develop,498,101,227,115222
pleroma.soykaf.com,pleroma,2.5.4,447,14,35,279570
udongein.xyz,pleroma,2.6.0,403,44,164,620817
iddqd.social,pleroma,2.5.54-645-gf6db494a.neets-fork+soapbox,362,36,138,122620
xscape.top,pleroma,2.4.4,334,null,null,22052
nicecrew.digital,pleroma,2.5.54-650-gdde5a812.develop+soapbox,332,231,342,963641
thefire.work,pleroma,2.6.0,317,97,147,15145
eientei.org,pleroma,2.6.0-475-g26017ea1,308,67,220,104619
social.libre-chat.net,pleroma,2.4.3,268,null,null,154
fv.reveca.es,pleroma,2.5.1,264,1,260,259
gigaohm.bio,pleroma,2.5.54-628-g1d74716c.develop+soapbox,248,81,176,2510
rebelbase.site,pleroma,2.5.4,223,9,14,23875
clubcyberia.co,pleroma,2.5.54-321-g17c336de-develop,222,86,153,145033
soc.punktrash.club,pleroma,2.5.54-338-ga94cf2ad-develop,216,43,56,68243
social.xenofem.me,pleroma,2.5.0,205,95,149,104821
librosphere.fr,pleroma,2.6.0,203,26,55,21794
social.net.ua,pleroma,2.6.50-2-g4c5b45ed,199,56,105,28513
orwell.fun,pleroma,2.5.52-640-gacbec640.develop+soapbox,198,47,104,14547
pleroma.oleg.kim,pleroma,2.2.50-622-ge4f1d8f4-develop,196,null,null,262
a.nti.social,pleroma,2.6.0,187,19,76,2921
twitter.1d4.us,pleroma,2.3.50-111-gcaadde3b-develop,180,null,null,288660
social.uden.ai,pleroma,2.4.53-7-g0d08f049.develop+soapbox,177,42,104,9213
yggdrasil.social,pleroma,2.5.0,175,8,12,39635
social.handholding.io,pleroma,2.5.50-4-g2bc69111-develop,165,5,38,89885
xxx.azyobuzi.net,pleroma,2.5.5-0-g255cf67-xxx,156,17,23,14678
leafposter.club,pleroma,2.5.54-603-g95261979.develop+soapbox,153,21,60,93894
dline.xyz,pleroma,2.5.2,152,5,11,2925
eveningzoo.club,pleroma,2.4.53-7-g0d08f049.develop+soapbox,151,21,43,77122
gayrobot.club,pleroma,2.5.1,149,18,30,10608
social.kitsi.biz,pleroma,2.2.1,145,null,null,2503
offkey.cat,pleroma,2.5.5,144,118,118,2547
freesoftwareextremist.com,pleroma,2.5.5,136,16,61,34458
genderheretics.xyz,pleroma,2.4.53-2098-g232170cb.develop+soapbox,135,7,24,7132
shitpost.cloud,pleroma,2.5.50-2286-g4c0ab884.develop+soapbox,133,33,101,48884
seal.cafe,pleroma,2.5.54-594-gb094e92c.develop+soapbox,121,50,93,142184
social.lainon.life,pleroma,2.5.5,119,24,46,6516
lesbi.in,pleroma,2.5.2,119,10,20,12542
shigusegubu.club,pleroma,2.6.50-6614-g034189af-shigusegubu,113,8,11,532388
posting.lolicon.rocks,pleroma,2.4.55-935-g204fd6fa-develop,113,5,12,14857
social.teci.world,pleroma,2.5.51-436-ge8928e22.develop+soapbox,108,10,47,29528
pleroma.zenwillow.website,pleroma,2.3.0-1-gb221d77a,105,null,null,42
buildthatwallandmakeamericagreatagain.trumpislovetrumpis.life,pleroma,2.5.5,105,1,60,681
true.kawi.fr,pleroma,2.5.2,103,2,98,2840
drcassone.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,102,11,48,1270
lemniskett.space,pleroma,2.5.54-0-ge3ea311-develop,102,1,102,21
vnil.de,pleroma,2.5.54-412-ge3ea311c-develop,98,39,58,19439
thebag.social,pleroma,2.5.0,98,18,34,22235
lolison.network,pleroma,2.5.50-4-g2bc69111,97,23,31,22948
whinge.town,pleroma,2.5.0,94,19,66,54632
bearvideo.win,pleroma,2.5.54-1815-gbf50f18e+soapbox,93,7,16,864
redsnake.io,pleroma,2.5.54-640-gacbec640.develop+soapbox,93,28,58,1688
pleroma.dragast.me,pleroma,2.4.2,86,null,null,23
twitter.oksocial.net,pleroma,2.5.2,85,84,84,43627
awoo.fyi,pleroma,2.5.54-603-g95261979.develop+soapbox,83,23,48,4672
ryona.agency,pleroma,2.6.50-0-geef9a89c4-ryona-dev,83,35,65,53292
veenus.art,pleroma,2.5.52-235-g589301ce-develop,78,6,10,12661
bbs.kawa-kun.com,pleroma,2.5.52-288-g52f28dca-bbs-kawa-kun-com,75,16,27,259975
beefyboys.win,pleroma,2.4.52-1751-gc6e4a123.develop+soapbox,72,8,28,58253
c.wtf,pleroma,2.5.54-603-g95261979.develop+soapbox,72,11,48,45
pleroma.cybervalley.org,pleroma,2.5.5,69,2,4,226
fedi.tesaguri.club,pleroma,2.5.5,68,20,27,19965
comp.lain.la,pleroma,2.6.0,67,25,52,19286
birdity.club,pleroma,2.5.5,66,11,16,2891
gearlandia.haus,pleroma,2.5.54-321-g17c336de-develop,64,29,35,224659
charcha.cc,pleroma,2.5.54-636-g6ceceef8.develop+soapbox,63,13,21,102247
cornerof.world,pleroma,2.4.2-local,63,null,null,204523
pleroma.debian.social,pleroma,2.5.5,62,19,22,2300
pleroma.thisawfuldungeon.art,pleroma,2.5.5,62,17,53,1708
blovice.bahnhof.cz,pleroma,2.6.50-2-g4c5b45ed-develop,58,1,1,68853
social.feathers.link,pleroma,2.2.0-8-g15550f7c,49,null,null,0
pkteerium.xyz,pleroma,2.5.54-321-g17c336de-develop,48,7,20,4057
cobaltkiss.blue,pleroma,2.5.2-13-g2d193861,46,13,20,20152
otakufarms.com,pleroma,2.3.0,45,null,null,434
cunnyborea.space,pleroma,2.5.54-640-gacbec640.develop+soapbox,43,43,52,4388
decayable.ink,pleroma,2.5.54-594-gb094e92c.develop+soapbox,42,24,36,51343
pirateradio.social,pleroma,2.4.4,42,null,null,134481
dansu.org,pleroma,2.4.53-2090-gbed6f1c0.develop+soapbox,42,0,2,490
social.fbxl.net,pleroma,2.4.53-2105-g75fee846.develop+soapbox,40,5,6,16664
arachnid.town,pleroma,2.5.4,40,1,12,212291
society.kalli.st,pleroma,2.5.0,40,2,11,1470
nightshift.social,pleroma,2.5.51-2385-g401e832f.develop+soapbox,39,10,25,17640
the.asbestos.cafe,pleroma,2.5.52-189-ge8d35256-develop,39,15,30,22843
social.plerodatech.fr,pleroma,2.5.1,39,0,0,2344
hell.twtr.plus,pleroma,2.5.54-594-gb094e92c.develop+soapbox,37,33,35,36046
mugicha.club,pleroma,2.5.54-594-gb094e92c.develop+soapbox,37,31,34,152339
haskell.social,pleroma,2.5.2-13-g2d193861,36,1,2,100
post.ebin.club,pleroma,2.6.0,35,11,16,18532
pleroma.1d4.us,pleroma,2.3.50-111-gcaadde3b-develop,35,null,null,4615
conejo.network,pleroma,2.5.1,34,29,37,6358
idtech.space,pleroma,2.6.0,33,21,27,1486
pl.fediverse.pl,pleroma,2.5.54-740-g38650859+soapbox,33,2,4,2261
woln.eu,pleroma,2.5.54-648-g8455726b+soapbox,32,7,15,2178
milker.cafe,pleroma,2.5.51-289-g401e832f.develop+soapbox,29,24,26,573737
pleroma.8777.ch,pleroma,2.6.0-8-g937ffe7a,29,8,12,18847
seaswallow.me,pleroma,2.3.0-1-gb221d77a,29,null,null,1683
pd.biocomm.net,pleroma,2.4.53-0-gdaef22d83.main+soapbox,29,1,3,93
lab.nyanide.com,pleroma,2.6.0,28,22,37,26518
pleroma.nindanaoto.dev,pleroma,2.4.3,26,null,null,176
spodeli.org,pleroma,2.5.0,26,5,11,15
pl.starnix.network,pleroma,2.6.0-405-g6f654d53,25,9,21,8968
craftopi.art,pleroma,2.6.0,25,17,25,1829
sheep.network,pleroma,2.5.54-614-g95261979.develop+soapbox,25,4,9,674
bidule.menf.in,pleroma,2.0.50-323-gb36ee880-bidule,24,null,null,19945
dabr.ca,pleroma,2.5.2-13-g2d193861,24,13,18,16578
nostalghia.xyz,pleroma,2.4.3,24,null,null,727
entire.vc,pleroma,2.4.53-4-g64945b3b.develop+soapbox,24,1,5,15
extropian.net,pleroma,2.5.5,24,2,6,1009
yokai.cafe,pleroma,2.0.50-2551-ge1c8c599-develop,23,null,null,3656
troll.cafe,pleroma,2.3.0-1-gb221d77a,23,null,null,3035
pleroma.interhacker.space,pleroma,2.5.2,23,2,4,152
pouque.net,pleroma,2.5.1,23,6,10,5866
rpgmaker.cafe,pleroma,2.5.2-13-g2d193861,23,8,24,1069
fedi.b0bmagic.eu.org,pleroma,2.5.2-13-g2d193861,23,1,27,25
clew.lol,pleroma,2.5.50-192-g648773c0.develop+soapbox,22,4,10,26729
appalachian.town,pleroma,2.5.1,22,1,5,1134
lm.kazv.moe,pleroma,2.5.52-0-gbe1584e5e,22,0,3,59
piggo.space,pleroma,2.5.1,21,6,6,77097
jir.moe,pleroma,2.5.5,21,8,21,7466
bunny.cafe,pleroma,2.5.0,20,2,104,2334
social.nomagic.uk,pleroma,2.5.0-1081-g5a8a91c9-v2-5-0,20,6,9,2672
wienermobile.rentals,pleroma,2.5.0,20,2,7,295
pleroma.wafflec.one,pleroma,2.5.52-226-g93ad16cc,19,4,11,11320
pl.firechicken.net,pleroma,2.5.54-412-ge3ea311c-develop,19,3,106,651
skyenet.social,pleroma,2.5.5,19,4,5,1293
blurts.net,pleroma,2.5.4,19,11,20,180
mtl.rocks,pleroma,2.5.0,19,5,14,258
neighborli.xyz,pleroma,2.5.5,18,3,7,182
social.sailor.cat,pleroma,2.4.1,18,null,null,3835
e.jymuoyu.com,pleroma,2.5.5,18,4,11,337
boymoder.biz,pleroma,2.6.50-0-g16c21c937-ryona-dev,17,11,19,8213
pl.kotobank.ch,pleroma,2.5.54-409-g340c8812-develop,17,4,5,76072
faf.social,pleroma,2.5.0,17,6,7,1785
fedi.subvisual.co,pleroma,2.5.50-13-g2a244b39-develop,17,2,5,20
social.tille.ch,pleroma,2.5.5,17,1,2,33
nuwardia.xyz,pleroma,2.5.4,17,6,11,248
social.citizensoasis.com,pleroma,2.5.51-289-g401e832f.develop+soapbox,17,0,6,13
foytik.tk,pleroma,2.2.2,17,null,null,3181
queer.hacktivis.me,pleroma,2.6.50-1566-gf4f52812-dev-lanodan2,16,2,3,135997
soc.redeyes.site,pleroma,2.5.0,16,3,3,7360
comfyboy.club,pleroma,2.5.5,16,8,8,29006
plz.7td.org,pleroma,2.5.5-17-ge3e4b153-wgdevelop,16,1,1,433
moparisthe.best,pleroma,2.5.5,16,1,1,888
kinky.baguette.cafe,pleroma,2.5.5,16,5,9,289
social.lukepreston.xyz,pleroma,2.5.1,15,2,3,293
vtubers.site,pleroma,2.5.54-333-g1e685c83-develop,15,1,3,1471
plaza.vaporpolis.net,pleroma,2.6.0,15,2,5,2507
pleroma.dark-alexandr.net,pleroma,2.6.50-116-gca1b18ba,15,4,5,1333
synth.zip,pleroma,2.5.2-13-g2d193861,15,6,15,205
pleroma.freespeech.club,pleroma,2.5.54-614-g95261979.develop+soapbox,15,6,8,2468
nationalist.social,pleroma,2.5.54-644-gd860a667.develop+soapbox,15,15,15,414
twt.rip,pleroma,2.5.54-644-gd860a667.develop+soapbox,15,13,13,65
nsfw.finance,pleroma,2.5.5,14,4,7,1082
firebird.zone,pleroma,2.6.50-2-g4c5b45ed-develop,14,2,3,14561
smokecircle.co,pleroma,2.4.53-4-g64945b3b.develop+soapbox,14,0,1,18
pleroma.skeptikon.fr,pleroma,2.5.5,14,2,8,1089
social.tmprs.net,pleroma,2.5.5,14,11,13,2460
social.doghub.eu,pleroma,2.6.0,14,3,3,144
social.spline.de,pleroma,2.6.0-1-g53740a43-spline,14,5,6,7
pl.nagi.fan,pleroma,2.6.0,13,3,7,596
social.espeweb.net,pleroma,2.5.5,13,12,13,207628
morph.oksocial.net,pleroma,2.5.2,13,4,6,338
piggy.lol,pleroma,2.5.5,13,4,5,661
chai.wtf,pleroma,2.6.50-2-g4c5b45ed-develop,13,0,1,17
psysocial.net,pleroma,2.4.53-863-g9f708037,13,0,2,74
bikeshed.party,pleroma,2.6.50-454-ga783e78c-bikeshed-20231116,12,6,9,2555
wolfgirl.bar,pleroma,2.6.50-15-ga51f3937-develop,12,9,12,41080
glee.li,pleroma,2.5.1,12,1,5,5630
pleroma.skyshanty.xyz,pleroma,2.5.3,12,6,9,35699
magnetic-ink.dk,pleroma,2.4.3,12,null,null,17187
social.metadata.moe,pleroma,2.5.5-0-g2554f3313-develop,12,7,8,44552
shortstacksran.ch,pleroma,2.5.5,12,7,10,7761
fediffusion.art,pleroma,2.5.5,12,13,13,1538
asimon.org,pleroma,2.5.53-584-ga2a85bc8.develop+soapbox,12,2,2,6005
altelectron.org.uk,pleroma,2.5.2,12,5,8,2405
shaktzu.org,pleroma,2.4.51-472-g8517bc18,12,6,7,305
redspinning.top,pleroma,2.5.4,12,7,8,1127
fedi.layer02.net,pleroma,2.5.5,12,7,11,4415
fff.fo.am,pleroma,2.5.2,12,5,9,1404
pleroma.cucked.me,pleroma,2.5.54-534-g5ff6e480-shitposterclub+dev,12,0,4,1945
piazza.today,pleroma,2.5.54-640-gacbec640.develop+soapbox,12,5,13,1277
dudes.keinpfusch.net,pleroma,2.5.52-307-g819fccb7-develop,12,10,12,44
amala.schwartzwelt.xyz,pleroma,2.6.50-2-g4c5b45ed-develop,11,5,7,18126
pl.8mitsu.net,pleroma,2.3.0-1-gb221d77a,11,null,null,24
edolas.world,pleroma,2.6.0-local-v2-6-0,11,3,4,13983
sacred.harpy.faith,pleroma,2.5.0,11,4,5,2014
burgetts.net,pleroma,2.4.4,11,null,null,58
chatter.llamarific.social,pleroma,2.4.5-2-gd8e32646,11,null,null,210
pleroma.payfrit.com,pleroma,2.5.2-13-g2d193861,10,3,10,8553
shitpisscum.mooo.com,pleroma,2.4.3,10,null,null,24907
social.cowcornerfeeds.co.in,pleroma,2.5.5-heads-v2-5-5,10,3,6,2952
pleroma.dragonborn.app,pleroma,2.4.3,10,null,null,414
social.gajsin.name,pleroma,2.4.1,10,null,null,280
lick.cunny.win,pleroma,2.5.5,10,10,10,911
social.sattvalife.ru,pleroma,2.4.3,10,null,null,78
pleroma.polyserv.xyz,pleroma,2.5.0,10,1,2,30
social.stormux.org,pleroma,2.6.50-105-g752bc168-develop,10,4,7,108
simplo.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,10,0,4,55
obeya.social,pleroma,2.6.0,10,5,5,171
slothfc.net,pleroma,2.6.0,10,2,7,131
chatter.monster,pleroma,2.5.1,9,2,3,47
leroma.shrieker.net,pleroma,2.4.5-10-g3a6cf093-master-pooza,9,null,null,1438
social.earth.li,pleroma,2.6.0,9,4,5,418
5dollah.click,pleroma,2.6.0,9,8,11,31429
shinkai.party,pleroma,2.6.50-4-g11c52060,9,1,9,38
crlf.ninja,pleroma,2.6.0,9,4,8,11965
hkgk.nishi.boats,pleroma,2.5.54-325-gb729a8b1-develop,9,2,10,1994
sorcie.re,pleroma,2.6.0,9,8,9,3040
easy.saramara.ai,pleroma,2.5.4,9,2,2,537
social.dilavni.com,pleroma,2.4.4,9,null,null,35
hacksrus.xyz,pleroma,2.5.4,9,6,8,1423
social.bearygoosey.com,pleroma,2.3.0-1-gb221d77a,9,null,null,15
debula.ml,pleroma,2.5.5,9,2,3,149
remerge.net,pleroma,2.4.1-11-g4327f0d0-v2-4-1-webfinger-fetch-initial,9,null,null,67
soapbox.chamba.social,pleroma,2.5.54-640-gacbec640.develop+soapbox,9,2,6,214
plagu.ee,pleroma,2.5.54-0-gf822a4f68-ryona-dev,9,1,2,184
we.defake.app,pleroma,2.4.53-2103-g0d08f049.develop+soapbox,9,1,2,9
were.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,9,4,4,609
eat.fruits.social,pleroma,2.5.2-13-g2d193861,9,5,6,83
pleroma.doingyourmom.club,pleroma,2.4.3,9,null,null,196
p.testitfor.me,pleroma,2.5.5,9,1,1,61
brainport.social,pleroma,2.4.53+soapbox,9,2,3,3
fd8oz4oesnvit.hopto.org,pleroma,2.5.4,9,2,9,19
fediverse.thefloatinglab.world,pleroma,2.5.0,9,1,5,1805
mammonte.us,pleroma,2.5.0,9,4,9,1208
anticom.world,pleroma,2.3.0,9,null,null,44
idea.oksocial.net,pleroma,2.5.2,9,3,5,37
paws.moe,pleroma,2.2.2,8,null,null,18608
jam.xwx.moe,pleroma,2.6.0,8,7,15,2548
social.realnephestate.xyz,pleroma,2.5.0,8,2,3,1033
cock.fish,pleroma,2.6.0,8,4,6,84
lia.fail,pleroma,2.5.0,8,4,4,825
pl.slash.cl,pleroma,2.6.0,8,2,2,13038
qunagi.qunagi.net,pleroma,2.5.4,8,1,1,532
social.mnh48.moe,pleroma,2.5.2-13-g2d193861,8,5,5,382
sad.cab,pleroma,2.5.0,8,1,3,666
social.cr4.pw,pleroma,2.4.5-2-gd8e32646,8,null,null,7
borderlandkeep.com,pleroma,2.4.4,8,null,null,66
moonlight-party.net,pleroma,2.5.2-13-g2d193861,8,5,7,436
fedi.donthaveaclueman.com,pleroma,2.5.5,8,0,0,42
toot.infoteck.ru,pleroma,2.5.1,8,5,5,253
fedi.solimano.org,pleroma,2.4.53-906-gf40ccce7-develop,8,1,7,48
aggregator.social,pleroma,2.4.5-2-gd8e32646,8,null,null,8419
brettiverse.com,pleroma,2.6.0,7,7,7,2581
yandere.cc,pleroma,2.5.4-1107-g1f4be2b3,7,6,6,117194
lain.com,pleroma,2.6.50-117-ge5130d94-embedding-search,7,1,1,111898
mountaincommunity.co,pleroma,2.5.1,7,1,3,307
fedi.ruinouspowe.rs,pleroma,2.4.51-1182-g4bdd365b-develop,7,2,3,3981
social.gerotintin.com,pleroma,2.0.6-stable,7,null,null,811
mu.zaitcev.nu,pleroma,2.5.54-341-g807e1cc1-yukiho,7,7,7,11301
ap.maladaptive.art,pleroma,2.4.53+soapbox,7,4,5,11579
pleroma.pch.net,pleroma,2.5.2,7,1,4,1307
pleroma.jvyden.xyz,pleroma,2.5.2,7,3,5,196
social.driveby.cool,pleroma,2.5.52-301-g93ad16cc,7,0,1,88
floyds.io,pleroma,2.2.2-release-2-2-3,7,null,null,428
fediverse.yapbreak.fr,pleroma,2.5.5,7,1,1,122
rebased.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,7,5,9,2732
pleroma.fly.dev,pleroma,2.4.4,7,null,null,76
cubes.link,pleroma,2.5.51-299-g6e34df89.develop+soapbox,7,3,4,25
fedi.keinpfusch.net,pleroma,2.5.54-412-ge3ea311c-develop,7,4,4,657
inoot.net,pleroma,2.5.2,7,4,7,176
sherlockholmes.social,pleroma,2.5.0,7,3,3,4043
colony.red,pleroma,2.5.54-640-gacbec640.develop+soapbox,7,5,9,90
fed.tardisproject.uk,pleroma,2.5.5,7,1,4,27
social.vennis.no,pleroma,2.4.1,7,null,null,63
pleroma.subsonics.nl,pleroma,2.5.52-301-g93ad16cc,7,0,1,88
cute.church,pleroma,2.6.0,7,8,8,724
pleromashit.nexus,pleroma,2.5.5-30-gf966abe4,6,5,6,467
thechimp.zone,pleroma,2.6.0,6,6,6,5397
social.applied-langua.ge,pleroma,2.5.2-13-g2d193861,6,5,5,6126
hidamari.apartments,pleroma,2.6.50-116-gca1b18ba-develop,6,5,6,35539
social.fedcast.ch,pleroma,2.5.54-412-ge3ea311c,6,2,2,26611
social.mrjeda.de,pleroma,2.5.4,6,2,2,497
f.l4.pm,pleroma,2.5.51-1259-gfb65a9b3-securomoe-develop,6,2,2,2111
social.takehi.to,pleroma,2.4.4,6,null,null,35
nanakumo.xyz,pleroma,2.6.0-0-g2c7e0b20,6,4,7,3016
pleroma.minecloud.ro,pleroma,2.6.0,6,2,2,1
pleroma.astro.clinic,pleroma,2.5.50-885-g2c0fb7aa-main,6,4,5,514
pleroma.jarade-pieniek.nohost.me,pleroma,2.5.5,6,1,4,10
club.elephantus.moe,pleroma,2.5.2-13-g2d193861,6,1,3,38
social.cizmar.net,pleroma,2.3.0-1-gb221d77a,6,null,null,39
social.dnix.de,pleroma,2.5.5,6,3,3,3
phenomena.oksocial.net,pleroma,2.5.2,6,2,3,34
westergaard.social,pleroma,2.4.53+soapbox,6,2,2,534
social.monmusu.me,pleroma,1.0.6,6,null,null,1182
crabsin.space,pleroma,2.4.4,6,null,null,75
vox.social,pleroma,2.5.54-594-gb094e92c.develop+soapbox,6,3,4,332
farsi.cloud,pleroma,2.5.5,6,2,3,429
pleroma.moegirl.live,pleroma,2.5.0,6,0,3,57
indytelegraph.com,pleroma,2.5.5,6,2,3,280
greeksocial.eu,pleroma,2.6.0,6,4,6,14
gandi.social,pleroma,2.4.5-2-gd8e32646,6,null,null,2
fedi.xinu.me,pleroma,2.5.2,6,2,5,840
rabbithou.se,pleroma,2.5.51-299-g6e34df89.develop+soapbox,6,1,2,37
pleroma.makemake.site,pleroma,2.5.3,6,2,6,1442
social.haj.gf,pleroma,2.6.0,6,3,6,0
lizzies.bar,pleroma,2.5.5,6,1,8,7
fedivote.com,pleroma,2.5.5,6,3,6,8
arousal.support,pleroma,2.5.4,6,6,6,221
fed.freakaria.com,pleroma,2.3.0-1-gb221d77a,6,null,null,74
social.secclo.community,pleroma,2.4.55-921-g20790c1d,6,2,2,43
pleroma.zspn.me,pleroma,2.5.4,6,1,6,4
pleroma.raluy.fr,pleroma,2.5.52-226-g93ad16cc,6,6,6,9
geofront.rocks,pleroma,2.5.54-2736-gacbec640.develop+soapbox,5,3,4,11555
ch.9zn.net,pleroma,2.5.1,5,1,2,129
sabbat.hexe.net,pleroma,2.6.0-magistra,5,1,3,38150
core.s-config.com,pleroma,2.5.5-52-gf966abe4,5,1,4,323
alcatir.com,pleroma,2.5.2,5,2,3,647
nullwhere.social,pleroma,2.5.5,5,1,3,1
social.alternativebit.fr,pleroma,2.6.0,5,2,3,1619
